DATE,HOUR,TAVG,PREC,RHAVG,RAD,W_INT_AVG
2000-03-27,17,10.8,0,61.6,63.6,4.5
2000-03-27,18,10.1,0,63.7,20.6,4.1
2000-03-27,19,9.4,0,61.3,0.4,2.7
2000-03-27,20,8.7,0,66.7,0.0,2.9
2000-03-27,21,8,1.02,82,0.0,2.1
2000-03-27,22,7.2,0,86.9,0.0,3.5
2000-03-27,23,6.5,0,83.8,0.0,5.2
2000-03-28,0,5.7,0,76.8,0.0,5.3
2000-03-28,1,4.9,0,76.2,0.0,6.0
2000-03-28,2,4.2,0,75.5,0.0,5.7
2000-03-28,3,3.4,1.02,76.2,0.0,4.2
2000-03-28,4,3,0,75.7,0.0,4.1
2000-03-28,5,2.5,0,77.2,0.0,3.1
2000-03-28,6,2.1,0,77.2,2.5,3.5
2000-03-28,7,1.7,0,78,28.8,2.4
2000-03-28,8,1.2,0,76.5,66.7,2.9
2000-03-28,9,0.8,0,76.9,119.9,4.9
2000-03-28,10,1.3,0,92.7,106.7,3.0
2000-03-28,11,1.7,0,86.6,161.8,2.8
2000-03-28,12,2.2,0,63.9,219.0,5.1
2000-03-28,13,2.6,0,55.9,189.8,6.4
2000-03-28,14,3.1,0,54.4,276.6,5.9
2000-03-28,15,3.5,1.02,47.1,600.5,7.3
2000-03-28,16,3.7,0,48.2,125.9,5.6
2000-03-28,17,3.9,0,46.3,120.0,5.7
2000-03-28,18,4.2,0,49.1,34.2,6.2
2000-03-28,19,4.4,0,53.7,0.8,5.5
2000-03-28,20,4.6,0,54.2,0.0,3.1
2000-03-28,21,4.8,0,55,0.0,2.1
2000-03-28,22,4.2,0,61.8,0.0,1.2
2000-03-28,23,3.6,0,62.7,0.0,0.2
2000-03-29,0,3,0,71.4,0.0,1.5
2000-03-29,1,2.3,0,69.5,0.0,2.7
2000-03-29,2,1.7,0,72.8,0.0,2.1
2000-03-29,3,1.1,0,75,0.0,0.5
2000-03-29,4,1,0,74,0.0,1.8
2000-03-29,5,1,0,74.8,0.0,2.3
2000-03-29,6,0.9,0,76,5.6,2.2
2000-03-29,7,0.8,0,74,62.3,1.7
2000-03-29,8,0.8,0,71.9,162.9,2.3
2000-03-29,9,0.7,0,69.8,346.6,3.3
2000-03-29,10,1.1,0,61.9,317.6,4.6
2000-03-29,11,1.5,0,57,358.2,4.8
2000-03-29,12,2,0,64.3,223.7,5.0
2000-03-29,13,2.4,0,64.4,251.8,4.1
2000-03-29,14,2.8,0,59.4,314.7,2.7
2000-03-29,15,3.2,0,58.3,118.3,2.6
2000-03-29,16,3,0,66.6,159.0,2.8
2000-03-29,17,2.8,0,60.3,258.1,3.1
2000-03-29,18,2.6,0,55.9,68.8,1.2
2000-03-29,19,2.3,0,70.3,2.1,0.3
2000-03-29,20,2.1,0,85.7,0.0,0.3
2000-03-29,21,1.9,0,87.7,0.0,0.3
2000-03-29,22,1,0,88.3,0.0,0.2
2000-03-29,23,0.1,0,89.4,0.0,0.4
2000-03-30,0,-0.8,0,90.6,0.0,0.5
2000-03-30,1,-1.7,0,91.2,0.1,0.4
2000-03-30,2,-2.6,0,92.4,0.0,0.3
2000-03-30,3,-3.5,0,92.4,0.0,0.4
2000-03-30,4,-3.2,0,93,0.0,0.2
2000-03-30,5,-2.9,0,93.6,0.0,0.2
2000-03-30,6,-2.6,0,94.6,7.0,0.2
2000-03-30,7,-2.3,0,84.1,105.3,0.2
2000-03-30,8,-2,0,73.2,317.5,0.3
2000-03-30,9,-1.7,0,65,490.4,1.2
2000-03-30,10,0,0,51.3,621.6,1.6
2000-03-30,11,1.7,0,44.4,708.0,2.3
2000-03-30,12,3.4,0,38.7,747.0,3.7
2000-03-30,13,5,0,31.9,726.0,4.5
2000-03-30,14,6.7,0,30.7,520.1,5.4
2000-03-30,15,8.4,0,33.1,412.0,4.6
2000-03-30,16,7.9,0,29.3,423.3,4.4
2000-03-30,17,7.4,0,30.6,146.0,3.4
2000-03-30,18,7,0,34.3,47.1,1.9
2000-03-30,19,6.5,0,47.6,3.0,0.4
2000-03-30,20,6,0,59.7,0.0,0.3
2000-03-30,21,5.5,0,64.2,0.0,0.3
2000-03-30,22,4.2,0,65.7,0.0,0.5
2000-03-30,23,3,0,69.6,0.0,0.4
2000-03-31,0,1.7,0,74.5,0.0,0.4
2000-03-31,1,0.4,0,79,0.0,0.7
2000-03-31,2,-0.8,0,83.2,0.1,0.8
2000-03-31,3,-2.1,0,82.6,0.1,0.5
2000-03-31,4,-1.9,0,84.8,0.1,0.2
2000-03-31,5,-1.7,0,87.4,0.0,0.5
2000-03-31,6,-1.5,0,87.9,8.2,0.5
2000-03-31,7,-1.2,0,76.9,145.0,0.3
2000-03-31,8,-1,0,61.5,324.5,0.4
2000-03-31,9,-0.8,0,54.7,482.2,1.7
2000-03-31,10,1.1,0,41.4,620.3,1.2
2000-03-31,11,3.1,0,36.5,714.0,1.9
2000-03-31,12,5,0,30.5,755.0,2.0
2000-03-31,13,6.9,0,28.6,744.0,2.3
2000-03-31,14,8.9,0,26.3,661.9,4.3
2000-03-31,15,10.8,0,27.1,562.8,4.7
2000-03-31,16,10.4,0,26.1,420.1,5.1
2000-03-31,17,10,0,28,253.2,4.2
2000-03-31,18,9.7,0,31.4,79.8,3.2
2000-03-31,19,9.3,0,41.4,2.0,0.9
2000-03-31,20,8.9,0,54.9,0.1,0.4
2000-03-31,21,8.5,0,68.2,0.0,0.6
2000-03-31,22,7.7,0,69.1,0.0,0.8
2000-03-31,23,6.9,0,57.5,0.0,1.8
2000-04-01,0,6.2,0,61.7,0.0,1.3
2000-04-01,1,5.4,0,54,0.0,1.7
2000-04-01,2,4.6,0,57.5,0.0,1.1
2000-04-01,3,3.8,0,68.3,0.0,0.7
2000-04-01,4,3.6,0,75.2,0.0,0.7
2000-04-01,5,3.5,0,77.8,0.0,0.6
2000-04-01,6,3.3,0,80.1,12.0,0.3
2000-04-01,7,3.1,0,77.3,112.5,0.4
2000-04-01,8,3,0,60.8,244.5,0.3
2000-04-01,9,2.8,0,45.9,360.8,1.0
2000-04-01,10,4.5,0,42.5,553.7,1.7
2000-04-01,11,6.2,0,39.6,570.0,2.0
2000-04-01,12,7.9,0,43.9,517.2,4.2
2000-04-01,13,9.5,0,46.4,594.5,5.3
2000-04-01,14,11.2,0,44.2,559.9,5.7
2000-04-01,15,12.9,0,44.6,312.8,5.9
2000-04-01,16,13,0,45.8,334.5,5.8
2000-04-01,17,13,0,46.5,246.8,4.7
2000-04-01,18,13.1,0,49.1,87.4,4.3
2000-04-01,19,13.2,0,54.9,4.8,2.9
2000-04-01,20,13.2,0,61.6,0.0,2.9
2000-04-01,21,13.3,0,61,0.0,3.1
2000-04-01,22,12.9,0,57.2,0.0,2.9
2000-04-01,23,12.4,0,53.7,0.0,4.6
2000-04-02,0,12,0,54.7,0.0,3.5
2000-04-02,1,11.5,0,54,0.0,2.0
2000-04-02,2,11.1,0,61.4,0.0,2.3
2000-04-02,3,10.6,0,63.9,0.0,4.0
2000-04-02,4,10.3,0,66.2,0.1,2.7
2000-04-02,5,10.1,0,50.8,0.0,3.5
2000-04-02,6,9.8,0,54.1,8.3,2.5
2000-04-02,7,9.5,0,63.1,121.1,2.5
2000-04-02,8,9.3,0,52.6,328.8,3.0
2000-04-02,9,9,0,45.8,492.6,4.1
2000-04-02,10,10,0,34.9,630.5,4.4
2000-04-02,11,11,0,32.3,693.9,3.5
2000-04-02,12,12.1,0,28.9,761.0,3.8
2000-04-02,13,13.1,0,28.2,601.0,3.6
2000-04-02,14,14.1,0,27.4,628.4,3.8
2000-04-02,15,15.1,0,27.9,581.4,3.8
2000-04-02,16,14.4,0,29.4,362.6,3.7
2000-04-02,17,13.7,0,33.1,223.3,2.9
2000-04-02,18,13,0,33.3,75.8,2.7
2000-04-02,19,12.3,0,40.7,3.7,1.1
2000-04-02,20,11.6,0,55.8,0.1,0.8
2000-04-02,21,10.9,0,61.2,0.1,0.7
2000-04-02,22,9.6,0,66.7,0.0,0.4
2000-04-02,23,8.2,0,64.7,0.0,1.0
2000-04-03,0,6.9,0,63.5,0.0,1.2
2000-04-03,1,5.6,0,66.1,0.0,0.9
2000-04-03,2,4.2,0,67.5,0.0,1.1
2000-04-03,3,2.9,0,68.6,0.0,0.9
2000-04-03,4,3.2,0,67.7,0.0,0.8
2000-04-03,5,3.5,0,69.4,0.0,0.9
2000-04-03,6,3.8,0,69.7,9.0,1.0
2000-04-03,7,4,0,61,156.0,1.6
2000-04-03,8,4.3,0,49.6,333.9,2.4
2000-04-03,9,4.6,0,46.4,498.1,3.4
2000-04-03,10,6.5,0,43,631.7,3.6
2000-04-03,11,8.4,0,40.2,724.0,3.3
2000-04-03,12,10.4,0,36.2,758.0,2.7
2000-04-03,13,12.3,0,29.9,774.0,2.4
2000-04-03,14,14.2,0,27.1,716.0,2.2
2000-04-03,15,16.1,0,25.8,502.5,1.8
2000-04-03,16,15.9,0,24.8,433.0,2.1
2000-04-03,17,15.6,0,26.5,229.4,1.8
2000-04-03,18,15.4,0,33.5,54.5,0.5
2000-04-03,19,15.1,0,49.1,4.5,0.5
2000-04-03,20,14.9,0,60.7,0.1,0.4
2000-04-03,21,14.6,0,69.4,0.0,0.4
2000-04-03,22,13,0,73.7,0.1,0.3
2000-04-03,23,11.3,0,76.5,0.0,0.3
2000-04-04,0,9.7,0,80.6,0.0,0.2
2000-04-04,1,8,0,83.2,0.0,0.3
2000-04-04,2,6.4,0,86,0.0,0.3
2000-04-04,3,4.7,0,88.6,0.0,0.5
2000-04-04,4,5.1,0,86.3,0.0,0.4
2000-04-04,5,5.5,0,89.9,0.0,0.3
2000-04-04,6,5.9,0,90.3,21.3,0.7
2000-04-04,7,6.3,0,72.5,165.6,0.7
2000-04-04,8,6.7,0,58.5,277.7,3.1
2000-04-04,9,7.1,0,52.9,325.8,2.5
2000-04-04,10,8.5,0,50.1,363.8,3.9
2000-04-04,11,9.8,0,43.1,661.3,7.3
2000-04-04,12,11.2,0,38.2,671.5,8.8
2000-04-04,13,12.5,0,40.2,626.3,9.5
2000-04-04,14,13.9,0,40.2,301.1,9.6
2000-04-04,15,15.2,0,35.8,517.0,10.5
2000-04-04,16,14.1,0,37.8,286.3,11.0
2000-04-04,17,13,0,54.2,40.4,8.9
2000-04-04,18,11.9,0,47.7,22.0,6.9
2000-04-04,19,10.8,0,40.2,4.2,7.2
2000-04-04,20,9.7,0,35.9,0.1,7.1
2000-04-04,21,8.6,0,39.4,0.0,6.3
2000-04-04,22,7.2,0,50.3,0.1,5.4
2000-04-04,23,5.9,0,56.6,0.0,3.2
2000-04-05,0,4.5,0,61,0.0,1.7
2000-04-05,1,3.1,0,66.8,0.0,1.3
2000-04-05,2,1.8,0,74.9,0.0,1.2
2000-04-05,3,0.4,0,78.6,0.0,1.3
2000-04-05,4,0.4,0,78.1,0.0,1.6
2000-04-05,5,0.4,0,77.9,0.0,1.3
2000-04-05,6,0.4,0,77,10.0,1.4
2000-04-05,7,0.4,0,78.4,114.9,0.9
2000-04-05,8,0.4,0,62.2,303.4,0.7
2000-04-05,9,0.4,0,52.4,370.6,1.4
2000-04-05,10,1.4,0,53.3,398.0,2.3
2000-04-05,11,2.5,0,44.2,636.7,2.9
2000-04-05,12,3.5,0,36,722.0,3.7
2000-04-05,13,4.5,0,35.6,481.5,3.6
2000-04-05,14,5.6,0,36.7,386.2,4.4
2000-04-05,15,6.6,0,37.8,327.7,4.4
2000-04-05,16,6.3,0,36.1,210.9,4.1
2000-04-05,17,6,0,35.9,128.2,3.3
2000-04-05,18,5.7,0,42.8,47.8,3.9
2000-04-05,19,5.4,0,47.7,3.3,2.9
2000-04-05,20,5.1,0,49.9,0.0,1.7
2000-04-05,21,4.8,1,56,0.0,0.5
2000-04-05,22,4.1,0,63.8,0.0,0.4
2000-04-05,23,3.5,1.79,70.5,0.0,0.4
2000-04-06,0,2.8,0,74.1,0.0,0.3
2000-04-06,1,2.1,0,62.4,0.0,0.9
2000-04-06,2,1.5,0,71.7,0.0,5.3
2000-04-06,3,0.8,1,91.8,0.0,3.3
2000-04-06,4,0.8,0,92.9,0.0,1.8
2000-04-06,5,0.8,1.79,91.9,0.0,3.7
2000-04-06,6,0.8,0,94.4,3.4,3.8
2000-04-06,7,0.7,0,94.2,16.4,7.1
2000-04-06,8,0.7,0,94.4,91.2,6.2
2000-04-06,9,0.7,1,89,181.7,7.9
2000-04-06,10,1.2,0,80,344.8,8.3
2000-04-06,11,1.6,1.79,75.7,439.2,9.2
2000-04-06,12,2.1,0,67.6,629.9,9.3
2000-04-06,13,2.5,0,53.2,691.4,8.7
2000-04-06,14,3,0,74.6,101.1,6.9
2000-04-06,15,3.4,1,92.3,89.4,4.5
2000-04-06,16,3.1,0,89.8,56.9,4.5
2000-04-06,17,2.8,1.79,77.7,113.2,4.4
2000-04-06,18,2.5,0,75.3,33.2,1.7
2000-04-06,19,2.1,0,84.6,3.9,0.4
2000-04-06,20,1.8,0,94.3,0.0,0.9
2000-04-06,21,1.5,0,93.4,0.0,0.7
2000-04-06,22,1.1,0,83.3,0.0,1.2
2000-04-06,23,0.7,0,78,0.0,0.9
2000-04-07,0,0.3,0,80,0.0,0.5
2000-04-07,1,-0.2,0,72.8,0.0,0.5
2000-04-07,2,-0.6,0,83.5,0.0,0.5
2000-04-07,3,-1,0,82.2,0.0,0.4
2000-04-07,4,-0.9,0,88.9,0.0,0.4
2000-04-07,5,-0.8,0,89.3,0.1,0.5
2000-04-07,6,-0.7,0,87.5,24.1,0.3
2000-04-07,7,-0.6,0,76.1,198.7,0.5
2000-04-07,8,-0.5,0,67.2,362.5,0.9
2000-04-07,9,-0.4,0,63.9,526.7,1.2
2000-04-07,10,1.2,0,57.8,660.2,1.1
2000-04-07,11,2.7,0,49.2,665.3,1.6
2000-04-07,12,4.3,0,40.1,722.0,1.7
2000-04-07,13,5.8,0,33.4,767.0,2.0
2000-04-07,14,7.4,0,28.9,720.0,2.3
2000-04-07,15,8.9,0.51,28.2,609.7,1.9
2000-04-07,16,8.7,0,27.8,459.3,1.6
2000-04-07,17,8.5,0,29.1,284.5,1.3
2000-04-07,18,8.4,0,31.1,93.3,1.1
2000-04-07,19,8.2,0,52.9,4.0,1.4
2000-04-07,20,8,0,61.7,0.2,0.9
2000-04-07,21,7.8,0,61.9,0.0,0.5
2000-04-07,22,6.6,0,64.4,0.0,0.4
2000-04-07,23,5.4,0,67.9,0.0,0.5
2000-04-08,0,4.2,0,74.1,0.0,0.3
2000-04-08,1,3,0,78.1,0.0,0.2
2000-04-08,2,1.8,0,83.1,0.0,0.2
2000-04-08,3,0.6,0,79.2,0.0,0.3
2000-04-08,4,1.1,0,78,0.0,0.5
2000-04-08,5,1.6,0,76.5,0.1,0.8
2000-04-08,6,2.1,0,74.8,19.3,0.9
2000-04-08,7,2.6,0,67.6,179.3,0.4
2000-04-08,8,3.1,0,50.8,363.3,2.0
2000-04-08,9,3.6,0,43.8,523.1,2.1
2000-04-08,10,5.6,0,38.2,667.3,2.4
2000-04-08,11,7.6,0,31.6,757.0,2.4
2000-04-08,12,9.6,0,26.3,795.0,2.3
2000-04-08,13,11.6,0,21,799.0,2.1
2000-04-08,14,13.6,0,19.7,728.0,2.0
2000-04-08,15,15.6,0,15.8,600.0,1.7
2000-04-08,16,15.6,0,14.4,470.8,1.5
2000-04-08,17,15.6,0,14.7,269.9,1.5
2000-04-08,18,15.6,0,24.1,89.9,2.2
2000-04-08,19,15.5,0,31.1,4.6,2.8
2000-04-08,20,15.5,0,29.1,0.0,3.8
2000-04-08,21,15.5,0,33.5,0.1,0.7
2000-04-08,22,14.1,0,42.7,0.1,0.3
2000-04-08,23,12.6,0,50,0.0,0.7
2000-04-09,0,11.2,0,57.6,0.1,0.5
2000-04-09,1,9.7,0,58.5,0.1,1.2
2000-04-09,2,8.3,0,59.1,0.0,1.8
2000-04-09,3,6.8,0,49.3,0.0,4.6
2000-04-09,4,6.7,0,55,0.0,1.4
2000-04-09,5,6.6,0,72.1,0.3,1.2
2000-04-09,6,6.5,0,73.5,28.3,1.0
2000-04-09,7,6.4,0,60.5,185.1,1.0
2000-04-09,8,6.3,0,47,362.2,2.9
2000-04-09,9,6.2,0,45.3,526.4,5.0
2000-04-09,10,7.6,0,44.7,655.8,5.7
2000-04-09,11,9,0,43.5,733.0,5.9
2000-04-09,12,10.5,0,39.2,785.0,5.8
2000-04-09,13,11.9,0,35.3,737.0,5.8
2000-04-09,14,13.3,0,33.6,705.0,5.7
2000-04-09,15,14.7,0,32.8,588.7,5.9
2000-04-09,16,14.5,0,33.8,451.7,5.5
2000-04-09,17,14.3,0,35.2,256.0,4.8
2000-04-09,18,14.1,0,38,115.9,3.8
2000-04-09,19,13.9,0,44.5,7.9,2.0
2000-04-09,20,13.7,0,49.1,0.1,1.9
2000-04-09,21,13.5,0,52,0.0,1.3
2000-04-09,22,12.1,0,56.5,0.0,1.1
2000-04-09,23,10.8,0,60,0.0,0.9
2000-04-10,0,9.4,0,71.1,0.1,0.3
2000-04-10,1,8,0,78.6,0.1,0.3
2000-04-10,2,6.7,0,82.7,0.0,0.3
2000-04-10,3,5.3,0,88.2,0.0,0.4
2000-04-10,4,5.3,0,90.8,0.0,0.3
2000-04-10,5,5.3,0,91.5,0.2,0.4
2000-04-10,6,5.3,0,93.2,34.7,0.2
2000-04-10,7,5.2,0,76.7,191.6,0.2
2000-04-10,8,5.2,0,55.6,358.6,0.3
2000-04-10,9,5.2,0,49.8,510.4,1.4
2000-04-10,10,6.9,0,47.7,652.5,1.9
2000-04-10,11,8.7,0,39.8,744.0,2.7
2000-04-10,12,10.4,0,32.5,774.0,3.5
2000-04-10,13,12.1,0,31.2,734.0,3.9
2000-04-10,14,13.9,0,26.7,702.0,4.2
2000-04-10,15,15.6,0,25.2,606.8,4.3
2000-04-10,16,15.1,0,24.7,461.2,3.8
2000-04-10,17,14.6,0,26.7,289.1,3.5
2000-04-10,18,14.1,0,30.1,114.5,2.7
2000-04-10,19,13.5,0,45.3,6.8,0.7
2000-04-10,20,13,0,61.3,0.1,0.3
2000-04-10,21,12.5,0,69.4,0.1,0.3
2000-04-10,22,10.8,0,75.8,0.1,0.5
2000-04-10,23,9.2,0,77.8,0.0,0.3
2000-04-11,0,7.5,0,81.8,0.0,0.3
2000-04-11,1,5.8,0,82.9,0.0,0.2
2000-04-11,2,4.2,0,86.4,0.0,0.3
2000-04-11,3,2.5,0,86,0.0,0.2
2000-04-11,4,2.9,0,89.3,0.0,0.4
2000-04-11,5,3.3,0,92.2,0.1,0.2
2000-04-11,6,3.7,0,91.3,33.3,0.3
2000-04-11,7,4,0,82.2,157.4,0.2
2000-04-11,8,4.4,0,65.6,352.5,0.6
2000-04-11,9,4.8,0,47.4,514.2,2.2
2000-04-11,10,6.9,0,43.3,639.4,2.4
2000-04-11,11,9,0,36.7,734.0,2.0
2000-04-11,12,11.2,0,27.8,774.0,1.8
2000-04-11,13,13.3,0,21.1,738.0,1.5
2000-04-11,14,15.4,0,14.1,625.0,1.7
2000-04-11,15,17.5,0,13.9,441.6,1.8
2000-04-11,16,17.1,0,15.2,317.0,1.1
2000-04-11,17,16.6,0,17.9,174.7,1.1
2000-04-11,18,16.2,0,28.9,58.5,0.2
2000-04-11,19,15.7,0,41.1,4.5,0.2
2000-04-11,20,15.3,0,50.2,0.1,0.3
2000-04-11,21,14.8,0,55.8,0.1,0.3
2000-04-11,22,13.5,0,54.9,0.0,0.3
2000-04-11,23,12.2,0,56.5,0.0,0.3
2000-04-12,0,10.9,0,61.1,0.0,0.5
2000-04-12,1,9.5,0,64.2,0.0,0.5
2000-04-12,2,8.2,0,68.8,0.0,0.4
2000-04-12,3,6.9,0,74,0.0,0.5
2000-04-12,4,7,0,74.4,0.0,0.3
2000-04-12,5,7.2,0,75.4,0.2,0.3
2000-04-12,6,7.3,0,78.5,15.2,0.4
2000-04-12,7,7.4,0,79.7,80.0,0.3
2000-04-12,8,7.6,0,69.9,175.6,0.2
2000-04-12,9,7.7,0,47.8,409.5,1.1
2000-04-12,10,9.5,0,40.7,664.1,2.1
2000-04-12,11,11.2,0,34.9,590.7,4.8
2000-04-12,12,13,0,25.9,699.9,4.9
2000-04-12,13,14.7,0,23,424.4,5.3
2000-04-12,14,16.5,0,26.8,398.2,4.6
2000-04-12,15,18.2,0,28,333.4,5.3
2000-04-12,16,17.8,0,29.9,128.1,4.3
2000-04-12,17,17.4,0,31.7,40.0,2.9
2000-04-12,18,17,0,35.2,23.8,1.7
2000-04-12,19,16.6,1,37.7,2.1,3.3
2000-04-12,20,16.2,0,45.2,0.0,1.1
2000-04-12,21,15.8,1,53.3,0.0,0.4
2000-04-12,22,14.8,0,61.4,0.1,0.4
2000-04-12,23,13.8,1.05,66.6,0.1,0.6
2000-04-13,0,12.8,0,72.4,0.1,0.7
2000-04-13,1,11.7,1,76,0.0,0.8
2000-04-13,2,10.7,0,92.6,0.0,1.2
2000-04-13,3,9.7,1,96.5,0.0,0.8
2000-04-13,4,9.7,0,95.3,0.0,1.3
2000-04-13,5,9.7,1.05,96.5,0.1,0.2
2000-04-13,6,9.7,0,97,17.2,0.6
2000-04-13,7,9.7,1,93.1,103.6,0.7
2000-04-13,8,9.7,0,86.7,177.8,1.7
2000-04-13,9,9.7,1,82.3,319.4,1.3
2000-04-13,10,10.1,0,76,379.5,1.2
2000-04-13,11,10.5,1.05,71.9,242.5,0.7
2000-04-13,12,11,0,80.8,90.9,1.1
2000-04-13,13,11.4,1,92.1,43.3,3.0
2000-04-13,14,11.8,0,94.3,74.6,2.6
2000-04-13,15,12.2,1,91.7,77.5,2.5
2000-04-13,16,11.5,0,93.2,31.6,1.1
2000-04-13,17,10.8,1.05,91.6,40.1,5.2
2000-04-13,18,10.2,0,90.7,25.7,8.8
2000-04-13,19,9.5,1,90.8,1.5,4.9
2000-04-13,20,8.8,0,82.3,0.0,5.2
2000-04-13,21,8.1,1,81.5,0.0,3.8
2000-04-13,22,7.8,0,80.3,0.0,4.1
2000-04-13,23,7.4,0.92,83.4,0.0,4.2
2000-04-14,0,7.1,0,84,0.0,4.1
2000-04-14,1,6.8,1,84.6,0.0,4.4
2000-04-14,2,6.4,0,90,0.0,3.2
2000-04-14,3,6.1,1,91.2,0.0,3.3
2000-04-14,4,5.9,0,93.8,0.0,2.1
2000-04-14,5,5.8,0.92,93.8,0.1,3.0
2000-04-14,6,5.6,0,91,8.1,3.9
2000-04-14,7,5.4,1,91.9,38.3,3.4
2000-04-14,8,5.3,0,92,82.2,3.2
2000-04-14,9,5.1,1,90.5,132.2,3.4
2000-04-14,10,5.4,0,91.3,175.1,3.2
2000-04-14,11,5.8,0.92,90,278.5,4.1
2000-04-14,12,6.1,0,88.3,295.2,4.4
2000-04-14,13,6.4,1,85.7,308.9,4.6
2000-04-14,14,6.8,0,85,308.3,3.2
2000-04-14,15,7.1,1,76.9,405.9,2.7
2000-04-14,16,7.3,0,71.4,313.6,2.6
2000-04-14,17,7.6,0.92,66.8,169.4,2.5
2000-04-14,18,7.8,0,67,83.8,1.7
2000-04-14,19,8,0,81.2,5.3,0.4
2000-04-14,20,8.3,1,89.7,0.0,0.7
2000-04-14,21,8.5,0,92.9,0.0,0.9
2000-04-14,22,7.9,0.78,93.9,0.1,0.4
2000-04-14,23,7.4,0,95,0.1,0.2
2000-04-15,0,6.8,0,95.4,0.0,0.3
2000-04-15,1,6.2,0,95.4,0.0,0.4
2000-04-15,2,5.7,1,95.9,0.0,0.4
2000-04-15,3,5.1,0,95.9,0.0,0.7
2000-04-15,4,5.3,0.78,92,0.0,1.4
2000-04-15,5,5.4,0,93.1,0.1,0.8
2000-04-15,6,5.6,0,94.7,5.4,0.6
2000-04-15,7,5.7,0,96.5,22.8,0.8
2000-04-15,8,5.9,1,93.8,133.4,0.9
2000-04-15,9,6,0,87.3,215.3,1.1
2000-04-15,10,6.3,0.78,86.4,275.3,1.9
2000-04-15,11,6.5,0,87.9,197.0,2.6
2000-04-15,12,6.8,0,89,174.6,3.2
2000-04-15,13,7,0,83.8,433.8,3.8
2000-04-15,14,7.3,1,76.4,430.3,2.4
2000-04-15,15,7.5,0,75,255.4,1.8
2000-04-15,16,7.5,0.78,75.4,211.5,1.8
2000-04-15,17,7.5,0,71,175.8,1.1
2000-04-15,18,7.5,0,76.3,64.0,0.7
2000-04-15,19,7.5,0,86.2,6.0,0.4
2000-04-15,20,7.5,0,91.5,0.0,0.3
2000-04-15,21,7.5,0,93.6,0.0,0.5
2000-04-15,22,7,0,94.4,0.0,0.7
2000-04-15,23,6.5,0,94.5,0.0,0.4
2000-04-16,0,6,0,95.8,0.1,0.7
2000-04-16,1,5.4,0,97.2,0.1,0.5
2000-04-16,2,4.9,0,96.2,0.0,0.5
2000-04-16,3,4.4,0,96.4,0.0,0.6
2000-04-16,4,4.5,0,95.4,0.0,0.9
2000-04-16,5,4.7,0,96.7,0.4,0.3
2000-04-16,6,4.8,0,97.6,23.1,0.2
2000-04-16,7,4.9,0,95.4,77.6,0.4
2000-04-16,8,5.1,0,86.4,153.4,0.5
2000-04-16,9,5.2,0,80.3,307.9,1.4
2000-04-16,10,6.1,0,75.2,507.6,2.1
2000-04-16,11,7,0,72.6,485.9,2.5
2000-04-16,12,8,0,69.4,466.3,1.9
2000-04-16,13,8.9,0,68,354.7,2.5
2000-04-16,14,9.8,0,73.7,255.1,1.8
2000-04-16,15,10.7,0.51,79.6,100.6,2.1
2000-04-16,16,10.3,0,81.9,240.6,0.8
2000-04-16,17,9.9,0,80.1,181.0,0.9
2000-04-16,18,9.6,0,77.7,137.9,1.4
2000-04-16,19,9.2,0,87.3,14.8,0.4
2000-04-16,20,8.8,0,94.4,0.0,0.7
2000-04-16,21,8.4,0,96.3,0.1,0.3
2000-04-16,22,7.7,0,97.3,0.1,0.2
2000-04-16,23,7,0,97.7,0.0,0.2
2000-04-17,0,6.3,0,97.7,0.0,0.4
2000-04-17,1,5.5,0,96.8,0.0,0.5
2000-04-17,2,4.8,0,97,0.1,0.3
2000-04-17,3,4.1,0,96.7,0.0,0.3
2000-04-17,4,4.2,0,97.7,0.1,0.4
2000-04-17,5,4.3,0,98.2,0.9,0.2
2000-04-17,6,4.4,0,98.2,31.1,0.2
2000-04-17,7,4.5,0,95.7,157.6,0.7
2000-04-17,8,4.6,0,83.4,224.1,1.7
2000-04-17,9,4.7,0,74.6,405.0,2.1
2000-04-17,10,6.4,0,69.1,429.6,1.7
2000-04-17,11,8,0,62.7,587.4,2.1
2000-04-17,12,9.7,0,56.4,599.5,1.7
2000-04-17,13,11.3,0,48.1,605.0,1.6
2000-04-17,14,13,0,39.2,619.5,1.2
2000-04-17,15,14.6,0,33.6,612.0,1.7
2000-04-17,16,14.5,0,36.7,465.9,2.7
2000-04-17,17,14.5,0,40.6,197.3,3.2
2000-04-17,18,14.4,0,44.5,127.5,2.9
2000-04-17,19,14.3,0,61.7,17.0,2.2
2000-04-17,20,14.3,0,69.2,0.1,2.5
2000-04-17,21,14.2,0,68,0.0,2.2
2000-04-17,22,13.7,0,70.1,0.0,1.7
2000-04-17,23,13.2,0,64.3,0.0,2.1
2000-04-18,0,12.7,0,61.4,0.0,3.2
2000-04-18,1,12.1,0,60,0.0,3.0
2000-04-18,2,11.6,0,58.5,0.0,2.9
2000-04-18,3,11.1,0,63.9,0.1,1.5
2000-04-18,4,10.9,0,68.7,0.1,0.9
2000-04-18,5,10.6,0,84.5,1.4,0.5
2000-04-18,6,10.4,0,86.8,69.2,0.3
2000-04-18,7,10.1,0,70.6,230.9,0.3
2000-04-18,8,9.9,0,60.1,404.6,2.5
2000-04-18,9,9.6,0,58.7,561.0,4.1
2000-04-18,10,11,0,58.6,685.2,3.6
